Messages, Size, Comm, Latency, Bandwidth
1024, 512, inter-node, 4.685570, 109.271657
1024, 128, inter-node, 1.365258, 93.755173
1, 1, inter-node, 0.009760, 0.100058
1, 32, intra-node, 0.010446, 2.991576
1, 1, intra-node, 0.000488, 2.001153
1024, 64, intra-node, 0.009702, 6596.578025
1024, 4, inter-node, 0.036566, 109.391238
1024, 1, inter-node, 0.010957, 91.265857
1, 8, intra-node, 0.002868, 2.724024
1024, 256, inter-node, 2.534020, 101.025248
1, 1024, intra-node, 0.312178, 3.203301
1024, 512, intra-node, 0.065578, 7807.496416
1, 64, inter-node, 0.571843, 0.109296
1, 128, intra-node, 0.039900, 3.132832
1024, 128, inter-node, 1.365025, 93.771176
1024, 1024, inter-node, 9.305213, 110.045842
1, 512, intra-node, 0.156800, 3.188776
1, 1, intra-node, 0.000512, 1.907349
1024, 64, inter-node, 0.772052, 82.895971
1, 1, inter-node, 0.009725, 0.100418
1024, 512, inter-node, 4.789434, 106.901985
1024, 16, inter-node, 0.143322, 111.636734
1024, 32, intra-node, 0.006356, 5034.612964
1024, 1024, intra-node, 0.128509, 7968.313503
1, 2, intra-node, 0.000982, 1.988926
1024, 8, intra-node, 0.002131, 3754.106053
1, 2, inter-node, 0.018461, 0.105797
1, 256, inter-node, 2.285016, 0.109408
1024, 16, intra-node, 0.003670, 4359.673025
1024, 256, intra-node, 0.032919, 7776.663933
1024, 2, inter-node, 0.018438, 108.471635
1, 128, inter-node, 1.143003, 0.109361
1, 32, inter-node, 0.286876, 0.108932
1024, 4, inter-node, 0.036816, 108.648414
1, 16, intra-node, 0.005282, 2.958160
1024, 128, intra-node, 0.016994, 7532.070142
1, 512, inter-node, 4.568297, 0.109450
1024, 1, inter-node, 0.009622, 103.928497
1, 64, intra-node, 0.019998, 3.125313
1, 8, inter-node, 0.071866, 0.108709
1024, 4, intra-node, 0.001686, 2372.479241
1024, 8, inter-node, 0.071884, 111.290412
1, 256, intra-node, 0.078536, 3.183254
1, 4, intra-node, 0.001657, 2.357423
1, 16, inter-node, 0.143075, 0.109208
1, 1024, inter-node, 9.136716, 0.109449
1024, 32, inter-node, 0.286072, 111.859951
1024, 2, intra-node, 0.003569, 560.381059
1, 8, intra-node, 0.002837, 2.753789
1024, 64, intra-node, 0.009813, 6521.960664
1, 32, intra-node, 0.010144, 3.080639
1, 4, inter-node, 0.036752, 0.106287
1024, 1, intra-node, 0.003540, 282.485876
1, 1024, inter-node, 9.136764, 0.109448
1024, 32, inter-node, 0.285893, 111.929988
1024, 32, intra-node, 0.006295, 5083.399523
1024, 8, inter-node, 0.071995, 111.118828
1024, 128, intra-node, 0.017144, 7466.168922
1024, 4, intra-node, 0.001698, 2355.712603
1, 1, intra-node, 0.000498, 1.960969
1, 16, inter-node, 0.143288, 0.109046
1, 8, intra-node, 0.002892, 2.701418
1024, 4, inter-node, 0.036279, 110.256622
1, 4, intra-node, 0.001406, 2.778272
1, 64, inter-node, 0.571443, 0.109372
1, 128, inter-node, 1.142863, 0.109374
1024, 256, intra-node, 0.033105, 7732.970850
1, 512, intra-node, 0.156917, 3.186398
1, 16, intra-node, 0.005246, 2.978460
1, 2, inter-node, 0.018344, 0.106472
1024, 1, intra-node, 0.003441, 290.613194
1024, 16, intra-node, 0.003617, 4423.555433
1024, 16, inter-node, 0.143448, 111.538676
1, 512, inter-node, 4.568560, 0.109444
1, 4, inter-node, 0.036026, 0.108429
1, 32, intra-node, 0.010131, 3.084592
1024, 64, inter-node, 0.772419, 82.856584
1, 128, intra-node, 0.039343, 3.177185
1, 1024, intra-node, 0.312267, 3.202388
1024, 512, inter-node, 4.881575, 104.884182
1024, 512, intra-node, 0.065893, 7770.172856
1, 64, intra-node, 0.019852, 3.148297
1024, 2, inter-node, 0.018220, 109.769484
1024, 64, intra-node, 0.009921, 6450.962605
1024, 2, intra-node, 0.003498, 571.755289
1024, 128, inter-node, 1.454797, 87.984784
1, 256, intra-node, 0.078407, 3.188491
1, 256, inter-node, 2.284705, 0.109423
1, 1, inter-node, 0.009723, 0.100438
1024, 1024, inter-node, 9.340033, 109.635587
1024, 8, intra-node, 0.002156, 3710.575139
1, 32, inter-node, 0.286395, 0.109115
1, 8, inter-node, 0.072567, 0.107659
1024, 1024, intra-node, 0.128404, 7974.829445
1024, 256, inter-node, 2.532065, 101.103250
1, 2, intra-node, 0.000766, 2.549772
1024, 1, inter-node, 0.009560, 104.602510
