region,file,codeline,thread,metric,value
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,75684638
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,88840
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,195591697
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,76785251
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,100252
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,193635301
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,75666232
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,88469
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194434226
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,78683922
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,89935
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,195042615
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,74663821
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,90171
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194007333
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,75608585
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,89732
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,195342012
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,75314604
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,84560
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,226798056
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,84172612
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,104653
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194860856
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,75795183
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,80989
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194814028
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,77735072
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,85780
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225393527
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,86070867
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,118059
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,195416631
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,75684648
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,88846
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,193931315
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,73155260
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,90722
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194101428
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,77419770
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,86566
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194236452
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,73824671
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,87541
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194434536
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,78683932
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,89945
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,195042714
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,74663831
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,90182
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194007399
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,75608595
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,89732
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194415478
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,77221139
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,81519
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225641099
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,86516099
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,106564
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194861122
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,75795195
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,81002
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194814242
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,77735082
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,85791
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225393847
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,86070909
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,118065
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,224870091
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,84688209
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,106746
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194101798
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,77419810
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,86589
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194415785
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,77221174
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,81528
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225641519
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,86516140
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,106572
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194899163
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,77371066
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,83365
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,195342158
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,75314650
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,84597
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225393956
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,86070916
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,118065
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194415815
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,77221180
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,81528
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225611229
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,85422061
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,108444
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194101847
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,77419819
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,86592
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225641581
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,86516146
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,106572
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194899344
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,77371075
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,83378
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,195342224
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,75314659
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,84600
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,224870635
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,84688250
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,106764
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,224092944
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,86699956
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,111581
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,228144148
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,87290041
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,109282
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194237108
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,73824756
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,87744
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,224870705
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,84688257
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,106765
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,196631572
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,73685207
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,83812
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,226017518
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,87222449
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,100948
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225611432
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,85422099
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,108451
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,224093178
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,86699966
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,111587
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,195352362
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,79243016
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,91867
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,196133359
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,73180048
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,79025
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194471531
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,79468396
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,81756
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194237241
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,73824766
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,87754
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194316919
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,77089291
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,83853
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,224093211
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,86699973
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,111588
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,224974121
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,87134671
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,106774
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225611525
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,85422107
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,108452
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,228144695
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,87290087
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,109306
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225276524
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,84713947
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,107655
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,226018059
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,87222493
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,100976
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,228144749
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,87290097
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,109307
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,196632124
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,73685253
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,83843
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,229715196
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,88499994
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,158611
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225793325
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,87974392
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,105104
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,226018111
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,87222502
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,100976
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,196632183
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,73685260
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,83844
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225277025
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,84714021
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,107818
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,224974620
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,87134749
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,106944
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,196133547
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,73180096
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,79073
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225793523
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,87974440
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,105137
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194472066
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,79468482
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,81940
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,229715570
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,88500065
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,158738
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194317114
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,77089341
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,83898
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,195352654
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,79243082
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,91950
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225277162
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,84714036
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,107830
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,224974767
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,87134761
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,106955
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225793658
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,87974454
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,105149
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,228132729
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,88494022
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,105743
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,196133601
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,73180105
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,79076
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,229715675
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,88500077
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,158748
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194472135
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,79468488
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,81941
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194317183
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,77089350
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,83899
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,193810720
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,77516779
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,82715
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,193974591
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,76500172
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,112083
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,195419338
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,78694825
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,87726
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225998862
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,86607085
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,107043
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,195352689
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,79243089
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,91951
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194366656
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,79227784
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,86737
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,228133215
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,88494093
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,105889
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,193810936
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,77516836
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,82782
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,193975037
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,76500245
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,112222
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,195419591
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,78694882
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,87800
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225999324
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,86607153
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,107180
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194366886
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,79227850
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,86801
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,193811023
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,77516847
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,82792
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,193975209
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,76500254
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,112234
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,228133302
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,88494101
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,105890
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,195419629
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,78694889
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,87801
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,225999460
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,86607164
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,107192
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,194366953
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,79227858
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,86801
omp_implicit_barrier_,ft.f,620,8,PAPI_L2_TCA,229717416
omp_implicit_barrier_,ft.f,620,9,PAPI_L2_DCM,88500419
omp_implicit_barrier_,ft.f,620,10,PAPI_L2_ICM,159294
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,195353175
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,79243145
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,92084
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,194102354
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,77419883
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,86686
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,225404539
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,87096426
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,105762
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,225588678
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,88606513
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,101304
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,194416186
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,77221240
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,81596
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,224093626
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,86700038
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,111676
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,198661486
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,78586119
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,89960
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,194317502
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,77089410
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,83992
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,224975408
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,87134859
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,107164
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,195043244
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,74663911
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,90348
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,194367488
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,79227943
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,86967
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,225999938
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,86607228
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,107331
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,225277865
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,84714137
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,108063
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,224871322
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,84688325
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,106876
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,196133868
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,73180159
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,79147
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,194472406
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,79468541
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,82010
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,225794347
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,87974555
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,105379
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,193975826
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,76500351
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,112428
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,195420010
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,78694955
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,87923
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,193811579
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,77516939
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,82957
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,228133712
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,88494164
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,106028
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,225611880
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,85422170
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,108539
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,194237905
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,73824861
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,87975
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,196632709
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,73685324
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,83913
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,195592477
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,76785341
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,100495
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,228145346
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,87290162
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,109415
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,226798828
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,84172716
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,104908
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,194435242
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,78684024
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,90146
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,193636028
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,75666324
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,88689
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,226018733
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,87222563
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,101099
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,194007817
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,75608660
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,89870
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,225642166
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,86516217
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,106706
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,194814906
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,77735164
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,85966
omp_parallel_,ft.f,553,8,PAPI_L2_TCA,225394456
omp_parallel_,ft.f,553,9,PAPI_L2_DCM,86070976
omp_parallel_,ft.f,553,10,PAPI_L2_ICM,118185
